"id"	"repo"	"path"	"sha256"	"total"	"passed"	"failed"	"skipped"	"failing_tests"	"first_assertion_or_exception"	"classification"	"classification_source"	"successor_trx"	"reason"
"P04FR0063"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-assembly-g1-second-barrier-red.trx"	"9FC439D660948FC6E2EB55B363E1E425F5CF2352B83EE24C8F7FB6167FADC718"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C1ResolverAssemblyTests.C113_second_fresh_barrier_immediately_precedes_prepare"	"Assert.Equal() Failure: Values differ Expected: 1 Actual: 2"	"EVIDENCE_RED"	"a3_assembly_failed_run_census.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0064"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-assembly-g2-shared-unavailable-red.trx"	"4219403DFA105725E80E88B612C949914AF38C811E0CB40162F2F52F6709E001"	"2"	"0"	"2"	"0"	"TagEkyc.IntegrationTests.Tip88C1C1ResolverAssemblyTests.C102_missing_duplicate_or_mismatched_source_has_zero_bindings; TagEkyc.IntegrationTests.Tip88C1C1ResolverAssemblyTests.A3_ASSEMBLY_P33_SelectedCommittedSourceIsUnavailableWithoutProviderRead"	"Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: ""SourceUnavailable"" Actual: ""BindingConflict"" ↑ (pos 0)"	"EVIDENCE_RED"	"a3_assembly_failed_run_census.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0065"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-assembly-g3-fingerprint-red.trx"	"416A05C56EA53E7997EA5E4CD81DDBA613B9D458E6EA3AF43456C7DFAA1AB8ED"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C1ResolverAssemblyTests.C104_frozen_binding_is_insert_once_and_exact_replay_only"	"Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: ""Frozen"" Actual: ""BindingConflict"" ↑ (pos 0)"	"SUPERSEDED_RED"	"a3_assembly_failed_run_census.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0066"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-assembly-g3-fingerprint-replay-red-v2.trx"	"5C0F1184FF1DB7211BFB637FDE5B31A4ED1B87373AB8996ADF26CC2B1487AE8D"	"1"	"0"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C1ResolverAssemblyTests.C104_frozen_binding_is_insert_once_and_exact_replay_only"	"Assert.Equal() Failure: Strings differ ↓ (pos 0) Expected: ""ExistingMatch"" Actual: ""BindingConflict"" ↑ (pos 0)"	"EVIDENCE_RED"	"a3_assembly_failed_run_census.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0067"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-b2-hook-removed-mutation.trx"	"BA711FD733FD687BE204EC720ECCA9C2984E54019728064D42BFF9C91114104B"	"3"	"0"	"3"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_B2WithdrawalSynchronizes_PreservesOriginalDecisionAndInvalidatesPermit(decision: null); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_B2WithdrawalSynchronizes_PreservesOriginalDecisionAndInvalidatesPermit(decision: ""wide-unicode""); TagEkyc.IntegrationTests.Tip88C1C6BA3ConsentRetentionTests.E01_B2WithdrawalSynchronizes_PreservesOriginalDecisionAndInvalidatesPermit(decision: ""decision\r\nverbatim"")"	"Assert.Equal() Failure: Values differ Expected: 2 Actual: 1"	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0068"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-bound-reader-first.trx"	"8B365C59C416C4BFFDCE850D095122BBF52D4175C856BE2B8BE74B4B5A259339"	"3"	"2"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_BoundReader_DerivesCustodyActorAndRequiresExactRawIngress(rawIngress: True)"	"Npgsql.PostgresException : 42804: structure of query does not match function result type DETAIL: Returned type character varying(128) does not match expected type text in column 9."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0069"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-bound-reader-order-red.trx"	"DE3413D5BAEE5A9AF30FB6232605F9571C0C05AB0653BED85713B1C9D17444F3"	"3"	"2"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_BoundReader_AllA1AdvisoryDomainsPrecedeRuntimeRowLocks"	"Npgsql.PostgresException : 55P03: could not obtain lock on row in relation ""capture_runtime_registrations"""	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0070"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-bound-reader-second.trx"	"31ECF691F5E0CA0B4D800A79FF2B15F6D703983FF280197092C31F1C32C4CFE5"	"3"	"0"	"3"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_BoundReader_DerivesCustodyActorAndRequiresExactRawIngress(rawIngress: True); TagEkyc.IntegrationTests.Tip88C1C6BA3MigrationTests.A3_CaptureLineageMigration_EmptyRoundTripRestoresPredecessor; TagEkyc.IntegrationTests.Tip88C1C6BA3RetentionCheckpointTests.A3_BoundReader_DerivesCustodyActorAndRequiresExactRawIngress(rawIngress: False)"	"Npgsql.NpgsqlException : Exception while reading from stream ---- System.IO.IOException : Unable to read data from the transport connection: An established connection was aborted by the software in your host machine.. -------- System.Net.Sockets.SocketException : An established connection was aborted by the software in your host machine."	"EXCLUDED_HISTORICAL_OUTSIDE_SLICE"	"WHOLE_REPO_SWEEP"	""	"Historical failed run is outside the bounded P04/site-qualification slice and is inventoried without being used as current evidence."
"P04FR0071"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-broker-admission-binding-red.trx"	"6F3BEE4E281D5C57EF745BDA3B2924531F59437AEF908C83C5C41660E9842372"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerAdmissionClusterTests.ReachableAdmissionFinalsTraverseKestrelAgentWithoutReadingBody(row: ""P02"", expectedCode: ""RAW_EXPORT_SOURCE_BINDING_INVALID"", expectedStatus: 403)"	"Assert.Equal() Failure: Strings differ ↓ (pos 18) Expected: ""RAW_EXPORT_SOURCE_BINDING_INVALID"" Actual: ""RAW_EXPORT_SOURCE_CAPABILITY_UNAVAILABLE"" ↑ (pos 18)"	"SUPERSEDED_RED"	"a3_broker_admission_failed_run_census.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
"P04FR0072"	"server"	"tests/TagEkyc.IntegrationTests/TestResults/a3-broker-admission-retention-red.trx"	"18F6F538C3EFDF5C44710CEE683635B39E9C9CC835BACE8B00B23862BC14A093"	"2"	"1"	"1"	"0"	"TagEkyc.IntegrationTests.Tip88C1C6BA3BrokerAdmissionClusterTests.ReachableAdmissionFinalsTraverseKestrelAgentWithoutReadingBody(row: ""P07"", expectedCode: ""RAW_EXPORT_SOURCE_PLAINTEXT_RETENTION_INVALID"", expectedStatus: 422)"	"Assert.Equal() Failure: Strings differ ↓ (pos 18) Expected: ""RAW_EXPORT_SOURCE_PLAINTEXT_RETENTION_INV""··· Actual: ""RAW_EXPORT_SOURCE_FINGERPRINT_CONFLICT"" ↑ (pos 18)"	"SUPERSEDED_RED"	"a3_broker_admission_failed_run_census.tsv"	""	"Historical failed run retained with its prior canonical failed-run classification; it is not used by the current package."
